scorer,,,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers
bodyparts,,,Amount,Amount,Nose,Nose,Right eye,Right eye,Right corner of eye,Right corner of eye,Left eye,Left eye,Left corner of eye,Left corner of eye,Mouth,Mouth,Right corner of mouth,Right corner of mouth,Left corner of mouth,Left corner of mouth
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,231218_T356_cal4_result_cropped,img0142.png,127.77585642892426,207.77585365963418,120.87930499126462,236.45098858464007,116.88656468525114,228.46550797261312,107.81215489885686,233.9101538444497,161.53266083431097,221.2059801434977,177.86659844982066,218.30216901185153,119.06442303398576,256.41469011470747,104.54536737575494,273.1116041216729,162.25861361722252,270.93374577293827
labeled-data,231218_T356_cal4_result_cropped,img0399.png,111.44191881341457,196.16060913304952,98.7377451124626,215.0353814887496,,,,,143.02086487006665,214.67240509729385,152.82122743937248,214.67240509729385,88.21142976024525,227.73955518970158,,,132.4945495178493,258.5925484634421
labeled-data,231218_T356_cal4_result_cropped,img0567.png,138.6651481725974,185.63429378083217,119.79037581689731,201.96823139634185,,,,,163.34754279158983,211.04264118273613,176.41469288399756,214.67240509729385,107.81215489885686,212.4945467485592,,,142.29491208715513,253.5108789830613
labeled-data,231218_T356_cal4_result_cropped,img0669.png,151.73229826500517,184.1823882150091,131.04264395202622,202.6941841792534,,,,,177.5036220583649,212.857523140015,189.48184297640532,216.85026344602846,122.69418694854348,213.22049953147075,,,157.1769441368417,255.3257609403402
labeled-data,231218_T356_cal4_result_cropped,img0786.png,168.06623588051485,187.08619934665526,158.99182609412057,203.7831133536207,,,,,195.65244163115344,216.85026344602846,209.80852089792847,219.75407457767463,155.72503857101864,214.30942870583806,125.59799808018964,234.27313023590546,184.40017349602454,253.14790259160551
labeled-data,231218_T356_cal4_result_cropped,img0971.png,226.14245851343819,195.79763274159376,226.50543490489395,223.7468148836881,189.11886658494956,213.9464523143823,173.87385814380718,210.67966479128035,241.75044334603632,221.2059801434977,254.0916406555325,223.38383849223234,225.68079583682353,240.40858010385404,181.85933875583413,258.5925484634421,250.09890034951906,268.75588742420365
labeled-data,231218_T356_cal4_result_cropped,img1315.png,196.0154180226092,182.00452986627445,205.45280420045924,195.0716799586822,162.25861361722252,209.22775922545728,151.00634548209362,212.13157035710344,,,,,212.34935563811888,208.50180644254573,172.4219525779841,242.6215872393882,231.9500807767305,235.36205941027276
labeled-data,231218_T356_cal4_result_cropped,img1617.png,191.65970132513996,221.5689565349535,193.83755967387458,243.34754002229974,160.44373165994367,237.5399177590074,145.1987232188013,236.0880121931843,213.4382848124862,237.5399177590074,227.59436407926123,238.26587054191896,195.28946523969765,259.5794113150307,147.3765815675359,284.7268486482576,221.06078903305738,282.5489902995229
labeled-data,231218_T356_cal4_result_cropped,img2207.png,158.48657456856492,194.31329167213778,130.88684866744688,201.2132231474173,,,,,166.64103903934978,225.04935006201922,176.6773030033927,233.83108103055676,108.93252124610302,208.74042112044947,,,129.00504917418885,257.039941447406
labeled-data,231218_T356_cal4_result_cropped,img2295.png,111.44158723711374,203.722289138428,105.79618875733962,227.55841605302996,,,,,149.0775771022747,220.03121807999776,165.3865060438444,216.26761909348167,103.28712276632888,245.12187799010505,90.11452631352256,265.1944059181909,143.43217862250054,263.3126064249328
labeled-data,231218_T356_cal4_result_cropped,img2483.png,136.53224714722103,216.89488559123436,121.47785120115665,248.88547697662116,121.47785120115665,235.08561402606213,113.61977716214922,233.5471774529939,165.52540114032445,237.5399177590074,181.13338597292258,236.0880121931843,118.70144664253,262.58528876945553,,,,
