scorer,,,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers
bodyparts,,,Amount,Amount,Nose,Nose,Right eye,Right eye,Right corner of eye,Right corner of eye,Left eye,Left eye,Left corner of eye,Left corner of eye,Mouth,Mouth,Right corner of mouth,Right corner of mouth,Left corner of mouth,Left corner of mouth
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,231218_T360_cal4_result_cropped,img0028.png,220.33483625014586,215.0353814887496,216.70507233558814,235.72503580172855,189.48184297640532,222.6578857093208,174.9627873181745,216.12431066311692,234.1279391254651,241.1696816735651,244.29127808622673,245.52539837103436,211.62340285520733,253.8738553745171,169.8811178377937,262.2223123779998,229.04626964508435,278.1932736020537
labeled-data,231218_T360_cal4_result_cropped,img0289.png,172.4219525779841,224.10979127514386,174.9627873181745,257.5036192890748,148.82848713335898,242.2586108479324,129.59073838620313,235.72503580172855,200.73411111153422,240.80670528210933,214.16423759539774,234.63610662736122,174.59981092671873,281.4600611251556,141.56895930424358,287.63065977990374,204.36387502609193,289.08256534572683
labeled-data,231218_T360_cal4_result_cropped,img0552.png,151.00634548209362,222.6578857093208,148.82848713335898,258.2295720719863,130.67966756057044,238.26587054191893,117.6125174681627,236.45098858464007,181.13338597292258,236.81396497609586,194.9264888482419,232.8212246700824,147.3765815675359,279.282202776421,124.50906890582233,285.8157778226249,184.7631498874803,284.000895865346
labeled-data,231218_T360_cal4_result_cropped,img0629.png,64.98094070707592,242.25861084793243,56.995460095048955,278.5562499935095,,,,,81.3148783225856,250.24409145995938,87.84845336878948,242.6215872393882,,,,,,
labeled-data,231218_T360_cal4_result_cropped,img1394.png,228.32031686217277,219.39109818621884,234.4909155169209,257.5036192890748,192.38565410805148,239.71777610774203,177.86659844982066,232.09527188717084,239.5725849973017,241.1696816735651,252.27675869825367,234.999083018817,234.85389190837668,285.8157778226249,186.2150554533034,284.3638722568018,,
labeled-data,231218_T360_cal4_result_cropped,img1684.png,195.65244163115344,212.857523140015,202.54899306881308,253.5108789830613,161.89563722576673,237.17694136755162,148.10253435044746,231.73229549571505,216.70507233558814,233.9101538444497,228.68329325362856,228.46550797261312,202.91196946026884,278.9192263849652,162.25861361722252,285.8157778226249,225.7794821219824,285.8157778226249
labeled-data,231218_T360_cal4_result_cropped,img1832.png,290.02630340965385,245.16242197957857,295.1079728900346,281.8230375166114,262.803074050471,250.24409145995938,255.5435462213556,241.53265806502088,,,,,,,,,,
labeled-data,231218_T360_cal4_result_cropped,img1881.png,201.09708750298998,200.51632583051878,201.82304028590153,236.45098858464007,165.8883775317802,217.93919262039577,149.9174163077263,213.22049953147075,217.43102511849966,224.10979127514386,227.2313876878055,226.65062601533427,200.73411111153422,258.2295720719863,160.08075526848788,267.66695824983634,220.33483625014586,273.83755690458446
labeled-data,231218_T360_cal4_result_cropped,img1980.png,104.9083437672107,201.96823139634185,112.89382437923767,223.7468148836881,97.28583954663952,228.82848436406888,86.75952419442217,232.4582482786266,143.7468176529782,211.76859396564765,159.71777887703212,207.04990087672266,111.44191881341457,238.99182332483048,101.64155624410877,266.57802907546903,153.547180222284,247.70325671976897
labeled-data,231218_T360_cal4_result_cropped,img2151.png,67.15879905581055,214.30942870583806,54.81760174631434,255.3257609403402,,,,,90.75226450043564,242.98456363084395,101.64155624410877,242.25861084793243,49.73593226593354,270.93374577293827,,,,
labeled-data,231218_T360_cal4_result_cropped,img2488.png,84.58166584568754,211.76859396564768,71.15153936182402,254.5998081574286,,,,,112.53084798778188,238.99182332483048,123.78311612291078,237.17694136755162,,,,,,
