scorer,,,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers
bodyparts,,,Amount,Amount,Nose,Nose,Right eye,Right eye,Right corner of eye,Right corner of eye,Left eye,Left eye,Left corner of eye,Left corner of eye,Mouth,Mouth,Right corner of mouth,Right corner of mouth,Left corner of mouth,Left corner of mouth
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,231220_T435_cal5_result_cropped,img0317.png,145.31397811575857,222.5402840710085,137.7867801427264,244.4946114923524,,,,,174.79550351013464,239.4764795103309,191.73169894945707,241.358279003589,134.0231811562103,262.68533992718017,118.34151871239325,279.6215353665026,166.64103903934978,278.36700237099717
labeled-data,231220_T435_cal5_result_cropped,img0484.png,152.2139095910381,217.52215208898704,140.9231126314898,241.98554550134165,135.0353842580397,238.26587054191893,127.1232496809308,241.35827900358893,182.32270148316684,236.96741351932022,197.3770974292312,240.10374600808362,139.66857963598446,257.039941447406,121.47785120115665,276.4852028777392,169.77737152811318,275.85793637998654
labeled-data,231220_T435_cal5_result_cropped,img0711.png,150.95937659553272,220.65848457775044,139.04131313823177,243.24007849684702,134.11289698900958,240.76775073426,127.35621199332411,241.66014309218073,179.1863689944034,240.73101250583628,193.61349844271513,240.73101250583628,136.53224714722103,260.1762739361694,118.96878521014594,278.36700237099717,169.77737152811318,277.7397358732445
labeled-data,231220_T435_cal5_result_cropped,img1207.png,152.2139095910381,218.7766850844924,141.5503791292425,242.6128119990943,,,,,181.69543498541415,238.84921301257825,194.86803143822047,238.84921301257825,137.7867801427264,259.54900743841677,119.59605170789862,276.4852028777392,170.40463802586586,277.11246937549186
labeled-data,231220_T435_cal5_result_cropped,img1719.png,199.25889692248924,206.23135512943875,198.0043639269839,222.5402840710085,170.40463802586586,222.5402840710085,155.97750857755418,224.42208356426653,221.8404908415858,232.57654803505142,230.62222181012334,239.4764795103309,194.86803143822047,235.08561402606213,159.74110756407026,257.6672079451587,214.9405593663063,262.68533992718017
labeled-data,231220_T435_cal5_result_cropped,img1777.png,187.3408334651883,213.75855310247096,187.3408334651883,236.3401470215675,161.62290705732832,231.94928153729873,150.33211009778003,231.32201503954605,210.54969388203753,235.71288052381485,223.72229033484388,240.73101250583628,187.3408334651883,252.64907596313722,157.23204157305955,269.5852714024596,211.8042268775429,272.72160389122314
labeled-data,231220_T435_cal5_result_cropped,img1806.png,161.62290705732832,225.04935006201922,155.97750857755418,255.15814195414796,140.29584613373711,245.12187799010505,130.25958216969423,243.86734499459968,191.10443245170438,242.6128119990943,206.15882839776876,238.22194651482553,159.1138410663176,273.97613688672845,134.650447653963,288.40326633504014,193.61349844271513,283.38513435301866
labeled-data,231220_T435_cal5_result_cropped,img1935.png,110.1870542416084,234.45834752830947,97.64172428655476,260.8035404339221,,,,,134.0231811562103,245.12187799010505,145.94124461351126,243.24007849684702,93.87812530003865,278.36700237099717,,,126.49598318317811,286.52146684178206
labeled-data,231220_T435_cal5_result_cropped,img2024.png,107.14287286846874,231.8137295864377,90.4459588615033,258.31100616270896,,,,,,,131.4622910960054,243.0659977215666,85.36428938112249,278.2747076927763,,,112.95049513176107,285.53423552189173
labeled-data,231220_T435_cal5_result_cropped,img2052.png,107.86882565138029,232.53968236934924,92.62381721023792,258.6739825541647,,,,,,,132.18824387891692,244.5179032873897,87.54214772985713,280.0895896500552,,,114.40240069758417,286.9861410877148
labeled-data,231220_T435_cal5_result_cropped,img2142.png,107.86882565138029,236.8953990668185,96.25358112479563,264.1186284260013,,,,,,,141.2626536653112,248.51064359340316,91.53488803587061,281.1785188244225,,,,
labeled-data,231220_T435_cal5_result_cropped,img2273.png,111.13561317448222,234.71754071808385,98.06846308207449,261.2148172943551,,,,,,,144.89241757986892,247.42171441903585,94.07572277606101,282.6304243902456,,,,
