scorer,,,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers
bodyparts,,,Amount,Amount,Nose,Nose,Right eye,Right eye,Right corner of eye,Right corner of eye,Left eye,Left eye,Left corner of eye,Left corner of eye,Mouth,Mouth,Right corner of mouth,Right corner of mouth,Left corner of mouth,Left corner of mouth
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,231219_T434_cal5_result_cropped,img0106.png,146.65062878462436,227.37657879824582,140.84300652133203,264.0371943352786,131.04264395202622,247.70325671976897,120.87930499126462,243.34754002229974,172.4219525779841,248.06623311122476,188.02993741058225,243.7105164137555,139.39110095550896,280.7341083422441,120.87930499126462,288.71958895427105,170.24409422924947,290.17149452009414
labeled-data,231219_T434_cal5_result_cropped,img0311.png,192.74863049950727,242.6215872393882,201.09708750298998,265.12612350964594,165.52540114032445,253.8738553745171,150.28039269918207,250.9700442428709,210.8974500722958,246.2513511539459,220.69781264160162,239.35479971628624,206.1787569833708,282.9119666909787,168.4292122719706,289.80851812863835,221.78674181596892,289.08256534572683
labeled-data,231219_T434_cal5_result_cropped,img0337.png,213.07530842103043,224.47276766659965,225.41650573052664,256.0517137232517,186.57803184475915,241.1696816735651,173.14790536089563,238.99182332483048,227.2313876878055,240.44372889065357,234.1279391254651,237.90289415046317,229.77222242799587,278.5562499935095,192.02267771659572,286.9047069969922,239.20960860584592,285.4528014311691
labeled-data,231219_T434_cal5_result_cropped,img0418.png,205.08982780900348,237.17694136755162,211.62340285520733,260.7704068121767,174.23683453526294,249.51813867704786,160.80670805139943,247.70325671976897,220.33483625014586,247.34028032831318,230.49817521090745,242.98456363084395,214.5272139868535,283.63791947389024,180.77040958146682,289.80851812863835,229.77222242799587,290.17149452009414
labeled-data,231219_T434_cal5_result_cropped,img0706.png,201.09708750298998,218.66514540330732,202.54899306881308,232.8212246700824,171.33302340361678,229.55443714698043,158.6288497026648,229.91741353843622,215.61614316122083,232.8212246700824,224.6905529476151,235.36205941027276,203.27494585172462,252.0589734172382,168.79218866342637,265.85207629255757,222.14971820742468,270.20779299002675
labeled-data,231219_T434_cal5_result_cropped,img1365.png,137.5762189982301,233.18420106153815,136.4872898238628,261.1333832036325,125.23502168873388,254.5998081574286,115.07168272797229,254.23683176597288,166.61433031469176,242.6215872393882,181.49636236437837,237.90289415046317,138.30217178114162,278.1932736020537,123.42013973145502,290.17149452009414,173.5108817523514,283.2749430824345
labeled-data,231219_T434_cal5_result_cropped,img1829.png,169.8811178377937,208.13883005108997,174.23683453526294,226.65062601533427,144.10979404443398,229.91741353843622,132.13157312639353,232.4582482786266,192.02267771659572,221.93193292640925,201.82304028590153,221.93193292640925,175.68874010108604,238.62884693337472,149.9174163077263,261.4963595950882,202.1860166773573,254.5998081574286
labeled-data,231219_T434_cal5_result_cropped,img1853.png,156.81396774538595,213.5834759229265,155.36206217956286,228.46550797261312,137.21324260677432,233.9101538444497,125.23502168873388,237.17694136755162,180.40743319001106,224.10979127514386,193.4745832824188,223.02086210077655,156.45099135393016,243.34754002229974,134.67240786658394,266.57802907546903,187.3039846276707,258.5925484634421
labeled-data,231219_T434_cal5_result_cropped,img2072.png,211.98637924666312,224.47276766659965,220.33483625014586,244.07349280521126,183.31124432165723,238.62884693337472,168.79218866342637,235.72503580172855,,,,,222.51269459888047,262.2223123779998,187.3039846276707,272.0226749473056,234.4909155169209,277.4673208191422
labeled-data,231219_T434_cal5_result_cropped,img2299.png,243.56532530331515,235.72503580172855,257.7214045700902,264.4001707267344,223.96460016470354,250.60706785141517,212.71233202957467,246.61432754540166,,,,,266.06986157357295,284.7268486482576,,,,
labeled-data,231219_T434_cal5_result_cropped,img2390.png,222.14971820742468,240.44372889065357,229.04626964508435,263.67421794382284,191.65970132513993,251.69599702578248,178.22957484127642,249.51813867704786,231.22412799381897,251.3330206343267,238.84663221439013,251.69599702578248,231.9500807767305,282.9119666909787,199.28220554571112,289.44554173718257,,
labeled-data,231219_T434_cal5_result_cropped,img2456.png,159.35480248557636,227.73955518970158,161.53266083431097,250.60706785141517,138.6651481725974,246.61432754540166,127.4128800374685,248.79218589413628,182.94826793020144,237.17694136755162,197.1043471969765,235.36205941027276,164.43647196595714,269.4818402071152,143.02086487006665,287.9936361713595,197.1043471969765,278.5562499935095
