scorer,,,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers
bodyparts,,,Amount,Amount,Nose,Nose,Right eye,Right eye,Right corner of eye,Right corner of eye,Left eye,Left eye,Left corner of eye,Left corner of eye,Mouth,Mouth,Right corner of mouth,Right corner of mouth,Left corner of mouth,Left corner of mouth
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,231220_T432_cal5_result_cropped,img0060.png,162.62159000867828,208.50180644254573,140.48003012987627,233.18420106153815,137.5762189982301,221.5689565349535,126.68692725455695,219.39109818621887,185.12612627893608,232.4582482786266,202.91196946026884,237.17694136755162,136.124313432407,248.4292095026805,108.9010840732242,257.8665956805305,170.60707062070523,276.7413680362306
labeled-data,231220_T432_cal5_result_cropped,img0097.png,150.0796400912445,211.67328771810864,136.85026621531856,226.65062601533427,131.40562034348198,219.75407457767463,123.78311612291078,219.39109818621887,176.77766927545335,229.19146075552467,195.28946523969765,234.999083018817,125.9609744716454,244.43646919666705,100.91560346119722,258.5925484634421,161.16968444285519,276.0154152533191
labeled-data,231220_T432_cal5_result_cropped,img0155.png,156.7788189585864,199.03265151551602,129.95371477765892,216.85026344602846,,,,,181.13338597292258,220.84300375204194,196.74137080552075,227.73955518970158,124.87204529727812,229.19146075552467,104.9083437672107,248.06623311122476,156.81396774538595,266.21505268401324
labeled-data,231220_T432_cal5_result_cropped,img0201.png,153.80809029096105,206.06303802513403,135.0353842580397,225.1987204495112,,,,,177.5036220583649,228.82848436406888,199.28220554571112,232.8212246700824,127.04990364601271,239.3547997162862,104.18239098429918,253.8738553745171,160.80670805139943,272.0226749473056
labeled-data,231220_T432_cal5_result_cropped,img0658.png,158.00158320491212,208.5051864801656,139.02812456405317,226.2876496238785,,,,,181.85933875583413,232.4582482786266,198.91922915425536,237.5399177590074,128.8647856032916,241.1696816735651,103.09346180993184,257.5036192890748,160.08075526848788,274.2005332960402
labeled-data,231220_T432_cal5_result_cropped,img1243.png,155.92241114133634,209.42851183339485,138.6651481725974,228.10253158115736,,,,,183.31124432165723,231.73229549571505,198.5562527627996,238.26587054191893,129.22776199474737,243.34754002229974,106.36024933303379,256.7776665061632,162.25861361722252,274.92648607895177
labeled-data,231220_T432_cal5_result_cropped,img1405.png,159.9786889457092,208.7694765864625,143.02086487006665,223.7468148836881,139.75407734696472,216.48728705457268,132.85752590930508,215.0353814887496,186.2150554533034,229.55443714698043,203.27494585172462,236.0880121931843,134.30943147512815,239.35479971628624,106.72322572448955,254.23683176597288,160.80670805139943,273.1116041216729
labeled-data,231220_T432_cal5_result_cropped,img1559.png,156.8457364945656,208.27266512304834,137.93919538968586,226.65062601533427,,,,,182.94826793020144,232.8212246700824,200.00815832862267,237.5399177590074,130.31669116911468,242.2586108479324,104.9083437672107,255.3257609403402,161.89563722576673,273.83755690458446
labeled-data,231220_T432_cal5_result_cropped,img1750.png,157.83597938377406,208.33958265902754,139.02812456405317,226.2876496238785,,,,,184.03719710456875,231.3693191042593,200.37113472007846,236.81396497609586,130.67966756057044,240.08075249919779,105.99727294157803,254.5998081574286,160.80670805139943,274.2005332960402
labeled-data,231220_T432_cal5_result_cropped,img1908.png,154.9990857881071,210.31668839982459,137.21324260677432,228.46550797261312,,,128.13883282038006,219.02812179476308,,,196.37839441406496,238.26587054191893,131.04264395202622,241.53265806502088,106.72322572448955,250.24409145995938,160.80670805139943,274.92648607895177
labeled-data,231220_T432_cal5_result_cropped,img2284.png,156.21846999681296,209.5271981185537,139.02812456405317,227.73955518970158,,,130.31669116911468,220.48002736058618,183.674220713113,232.8212246700824,201.09708750298998,240.44372889065357,128.8647856032916,246.2513511539459,107.81215489885686,250.60706785141517,161.89563722576673,275.28946247040756
labeled-data,231220_T432_cal5_result_cropped,img2410.png,156.8457364945656,211.5394526461503,140.84300652133203,229.19146075552467,,,127.04990364601274,217.93919262039577,182.58529153874568,234.999083018817,197.83029997988805,238.26587054191893,128.8647856032916,247.34028032831318,106.72322572448955,252.421949808694,162.25861361722252,275.6524388618633
