scorer,,,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers
bodyparts,,,Amount,Amount,Nose,Nose,Right eye,Right eye,Right corner of eye,Right corner of eye,Left eye,Left eye,Left corner of eye,Left corner of eye,Mouth,Mouth,Right corner of mouth,Right corner of mouth,Left corner of mouth,Left corner of mouth
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,231220_T436_cal5_result_cropped,img0122.png,83.84186133599573,196.19509116539584,71.2965313809421,240.73101250583625,67.53293239442603,220.65848457775044,59.37846792364113,221.91301757325581,113.3233867303718,217.52215208898704,130.88684866744688,212.50402010696558,75.06013036745819,262.0580734294275,60.00573442139382,275.8579363799864,123.35965069441471,270.2125379002124
labeled-data,231220_T436_cal5_result_cropped,img0165.png,117.71425221464057,203.09502264067535,120.85058470340397,249.51274347437382,98.26899078430742,226.3038830575246,82.58732834049039,222.5402840710085,149.70484360002737,223.1675505687612,165.3865060438444,217.52215208898704,119.59605170789862,272.721603891223,94.50539179779133,281.50333485976057,156.60477507530686,277.11246937549186
labeled-data,231220_T436_cal5_result_cropped,img1075.png,103.91438926408156,183.64976121034218,117.08698571688788,210.62222061370753,90.11452631352256,214.3858196002236,78.19646285622159,223.16755056876116,135.90498064946834,194.31329167213778,147.82304410676932,190.5496926856217,121.47785120115665,224.42208356426653,105.16892225958694,253.27634246088994,156.60477507530686,235.08561402606213
labeled-data,231220_T436_cal5_result_cropped,img1345.png,258.8492142089941,156.67730180697686,287.0762066078648,190.54969268562172,235.6403537921448,192.43149217887975,221.84049084158582,198.0768906586539,,,,,,,,,,
labeled-data,231220_T436_cal5_result_cropped,img1400.png,196.74983093147853,178.63162922832075,216.19509236181167,218.7766850844924,166.0137725415971,203.72228913842804,149.0775771022747,204.97682213393338,220.58595784608045,197.4496241609012,233.1312878011341,193.05875867663244,222.4677573393385,240.73101250583628,169.15010503036052,260.1762739361694,,
labeled-data,231220_T436_cal5_result_cropped,img1498.png,132.14138166295226,152.91370282046077,153.46844258654346,176.7498297350627,116.4597192191352,186.15882720135292,100.15079027756548,193.0587586766324,165.3865060438444,168.59536526427783,175.42277000788732,167.34083226877246,161.62290705732832,191.17695918337438,134.0231811562103,228.18568255078264,192.98623194496244,205.60408863168607
labeled-data,231220_T436_cal5_result_cropped,img1791.png,162.8774400528337,164.20449978000903,183.5772344786722,186.15882720135292,139.66857963598446,192.43149217887975,123.35965069441471,195.56782466764315,,,,,196.74983093147853,200.5859566496646,162.250173555081,235.71288052381485,,
labeled-data,231220_T436_cal5_result_cropped,img2039.png,137.1595136449737,164.20449978000903,161.62290705732832,181.14069521933146,120.22331820565131,196.82235766314852,106.42345525509228,203.722289138428,,,,,172.28643751912392,193.68602517438512,148.450310604522,235.71288052381485,,
labeled-data,231220_T436_cal5_result_cropped,img2475.png,114.57791972587717,170.47716475753586,130.88684866744688,172.9862307485466,101.40532327307085,199.33142365415924,91.99632580678062,205.60408863168607,,,,,149.0775771022747,173.6134972462993,132.76864816070494,214.3858196002236,,
