scorer,,,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers
bodyparts,,,Amount,Amount,Nose,Nose,Right eye,Right eye,Right corner of eye,Right corner of eye,Left eye,Left eye,Left corner of eye,Left corner of eye,Mouth,Mouth,Right corner of mouth,Right corner of mouth,Left corner of mouth,Left corner of mouth
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,231218_T454_cal4_result_cropped,img0009.png,179.6814804070995,201.6052550048861,176.41469288399756,229.55443714698043,153.547180222284,218.66514540330732,144.10979404443398,218.30216901185153,202.91196946026884,220.48002736058618,215.61614316122083,221.93193292640925,174.59981092671873,245.52539837103436,144.47277043588974,258.9555248548979,203.27494585172462,262.58528876945553
labeled-data,231218_T454_cal4_result_cropped,img0053.png,149.19146352481476,221.93193292640925,141.2059829127878,250.9700442428709,132.85752590930508,234.63610662736122,121.2422813827204,228.82848436406888,176.41469288399756,233.9101538444497,192.38565410805148,231.00634271280353,139.39110095550896,269.84481659857096,120.51632859980886,278.1932736020537,180.04445679855527,278.1932736020537
labeled-data,231218_T454_cal4_result_cropped,img0192.png,144.47277043588974,230.28038992989198,138.30217178114162,265.8520762925575,127.4128800374685,244.07349280521126,115.79763551088384,240.44372889065357,172.4219525779841,245.1624219795786,188.02993741058225,241.53265806502088,138.6651481725974,285.4528014311691,117.2495410767069,289.4455417371826,178.22957484127642,289.44554173718257
labeled-data,231218_T454_cal4_result_cropped,img0245.png,150.28039269918207,181.6415534748187,135.39836064949546,201.2422786134303,,,,,173.87385814380718,200.51632583051878,189.8448193678611,200.51632583051878,128.8647856032916,219.39109818621887,112.16787159632612,232.4582482786266,158.6288497026648,236.0880121931843
labeled-data,231218_T454_cal4_result_cropped,img0501.png,218.519954292867,215.0353814887496,218.519954292867,244.7994455881228,189.8448193678611,226.2876496238785,172.05897618652833,223.38383849223234,235.5798446912882,237.90289415046317,244.6542544776825,239.71777610774203,213.80126120394198,269.11886381565944,178.22957484127642,269.84481659857096,232.31305716818628,283.2749430824345
labeled-data,231218_T454_cal4_result_cropped,img0546.png,205.45280420045924,198.70144387323992,207.99363894064965,220.48002736058618,176.41469288399756,213.5834759229265,161.53266083431097,214.30942870583806,225.41650573052664,223.02086210077655,236.6687738656555,228.10253158115736,205.45280420045924,237.90289415046317,172.4219525779841,254.23683176597288,223.96460016470354,257.8665956805305
labeled-data,231218_T454_cal4_result_cropped,img0652.png,222.14971820742468,207.04990087672266,222.87567099033623,227.73955518970158,186.2150554533034,220.84300375204194,171.33302340361678,218.66514540330732,233.40198634255358,229.91741353843622,242.47639612894784,234.999083018817,221.42376542451316,245.1624219795786,183.31124432165723,260.7704068121767,237.3947266485671,263.3112415523671
labeled-data,231218_T454_cal4_result_cropped,img1144.png,97.28583954663952,225.56169684096696,84.21868945423176,254.5998081574286,,,,,117.6125174681627,236.81396497609586,128.50180921183582,230.64336632134774,80.58892553967407,272.38565133876136,,,116.52358829379538,276.0154152533191
labeled-data,231218_T454_cal4_result_cropped,img1320.png,156.45099135393016,223.7468148836881,149.55443991627052,250.9700442428709,137.21324260677432,238.26587054191893,122.69418694854348,238.99182332483048,182.58529153874568,236.81396497609586,197.83029997988805,234.63610662736122,147.73955795899167,270.93374577293827,127.04990364601274,281.8230375166114,181.13338597292258,281.4600611251556
labeled-data,231218_T454_cal4_result_cropped,img1534.png,190.93374854222841,192.5308452184918,209.44554450647271,198.33846748178414,179.31850401564373,208.13883005108997,170.24409422924947,210.31668839982459,,,,,225.05352933907085,205.2350189194438,200.00815832862267,228.46550797261312,,
labeled-data,231218_T454_cal4_result_cropped,img1666.png,222.14971820742468,231.3693191042593,225.41650573052664,255.3257609403402,193.4745832824188,238.99182332483048,176.77766927545335,236.0880121931843,235.942821082744,248.4292095026805,243.92830169477094,252.421949808694,223.96460016470354,273.1116041216729,186.57803184475915,283.2749430824345,238.4836558229344,287.9936361713595
