scorer,,,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers,harbers
bodyparts,,,Amount,Amount,Nose,Nose,Right eye,Right eye,Right corner of eye,Right corner of eye,Left eye,Left eye,Left corner of eye,Left corner of eye,Mouth,Mouth,Right corner of mouth,Right corner of mouth,Left corner of mouth,Left corner of mouth
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,231219_T433_cal5_result_cropped,img0095.png,134.67240786658394,213.22049953147075,127.04990364601274,248.79218589413628,113.61977716214922,232.09527188717084,102.00453263556453,231.3693191042593,159.35480248557636,229.19146075552467,175.68874010108604,227.01360240679003,125.9609744716454,274.92648607895177,106.72322572448955,282.1860139080672,168.79218866342637,277.8302972105979
labeled-data,231219_T433_cal5_result_cropped,img0239.png,191.29672493368417,223.02086210077655,196.37839441406496,251.69599702578248,161.53266083431097,236.45098858464007,147.3765815675359,234.27313023590546,210.8974500722958,238.99182332483048,224.6905529476151,241.53265806502085,194.9264888482419,278.9192263849652,156.0880149624744,286.17875421408064,218.15697790141124,286.17875421408064
labeled-data,231219_T433_cal5_result_cropped,img0414.png,178.95552762418797,219.39109818621884,177.86659844982066,243.34754002229974,150.64336909063783,233.18420106153815,137.21324260677432,232.8212246700824,201.09708750298998,234.999083018817,212.71233202957467,235.36205941027276,177.1406456669091,269.84481659857096,143.7468176529782,279.282202776421,203.27494585172462,281.8230375166114
labeled-data,231219_T433_cal5_result_cropped,img0646.png,217.43102511849966,224.10979127514386,220.33483625014586,251.69599702578248,180.40743319001106,233.9101538444497,164.7994483574129,231.3693191042593,227.95734047071704,244.43646919666705,236.30579747419978,247.34028032831318,217.79400150995545,274.92648607895177,171.33302340361678,284.3638722568018,235.5798446912882,286.54173060553643
labeled-data,231219_T433_cal5_result_cropped,img1430.png,201.82304028590153,212.13157035710344,206.9047097662823,233.5471774529939,168.79218866342637,227.01360240679003,154.27313300519555,227.01360240679003,216.34209594413235,233.18420106153815,226.14245851343819,238.62884693337472,205.45280420045924,257.5036192890748,167.34028309760328,277.1043444276864,222.51269459888044,276.37839164477487
labeled-data,231219_T433_cal5_result_cropped,img1478.png,178.5925512327322,206.68692448526687,181.13338597292258,224.8357440580554,149.19146352481476,224.8357440580554,134.67240786658394,226.2876496238785,197.4673235884323,224.8357440580554,210.17149728938426,227.37657879824582,182.58529153874568,246.2513511539459,148.10253435044746,267.30398185838055,209.08256811501693,264.0371943352786
labeled-data,231219_T433_cal5_result_cropped,img1597.png,135.0353842580397,195.43465635013797,129.95371477765892,214.67240509729385,,,,,167.3402830976033,215.0353814887496,179.6814804070995,214.30942870583806,127.77585642892426,230.64336632134774,109.26406046467996,253.8738553745171,162.62159000867828,248.79218589413628
labeled-data,231219_T433_cal5_result_cropped,img1712.png,142.29491208715513,186.72322295519947,,,,,,,,,,,98.37476872100683,193.25679800140335,,,128.13883282038006,219.39109818621887
labeled-data,231219_T433_cal5_result_cropped,img1819.png,185.12612627893608,186.36024656374371,,,,,,,202.91196946026884,212.857523140015,213.07530842103043,218.66514540330732,163.34754279158983,198.33846748178414,138.30217178114162,216.85026344602846,189.48184297640532,235.36205941027276
labeled-data,231219_T433_cal5_result_cropped,img2034.png,215.25316676976504,215.39835788020537,211.98637924666312,231.3693191042593,179.6814804070995,224.47276766659965,164.07349557450135,221.5689565349535,226.8684112963497,240.80670528210933,234.1279391254651,246.61432754540166,209.44554450647271,246.9773039368574,167.70325948905906,262.58528876945553,223.96460016470354,276.7413680362306
labeled-data,231219_T433_cal5_result_cropped,img2087.png,238.1206794314786,223.38383849223234,239.5725849973017,240.80670528210933,197.83029997988805,229.91741353843622,182.58529153874568,228.10253158115736,,,,,236.30579747419972,262.9482651609113,190.57077215077263,268.39291103274786,,
labeled-data,231219_T433_cal5_result_cropped,img2292.png,243.56532530331515,220.1170509691304,254.0916406555325,241.89563445647664,217.43102511849966,234.63610662736122,205.815780591915,231.73229549571505,,,,,266.43283796502874,266.21505268401324,217.79400150995545,278.5562499935095,,
